rank,name,genre,esrb_rating,platform,publisher,developer,global_sales,na_sales,pal_sales,jp_sales,other_sales,year,critic_score,user_score
9189,The Surge,Action,M,PlayStation 4,Focus Home Interactive,DECK13 Interactive,0.19,0.07,0.08,0.01,0.03,2017,,
9264,Bendy and the Ink Machine,Puzzle,T,PlayStation 4,Rooster Teeth Games,TheMeatly Games,0.18,0.15,,,0.03,2018,,
9287,MotoGP 15,Racing,,PlayStation 4,Milestone S.r.l.,Milestone S.r.l.,0.18,,0.13,0.04,0.02,2015,66.0,
9325,Resident Evil: Revelations,Action,M,PlayStation 4,Capcom,Capcom,0.18,0.06,0.06,0.04,0.02,2017,,
9402,Senran Kagura: Estival Versus,Action,M,PlayStation 4,Xseed Games,Marvelous Entertainment,0.18,0.08,,0.09,0.02,2016,67.0,8.0
9404,Back to the Future: The Game,Adventure,T,PlayStation 4,Telltale Games,Telltale Games,0.18,0.1,0.05,,0.03,2015,,7.1
9523,The Walking Dead - The Telltale Series: A New Frontier,Adventure,,PlayStation 4,Warner Bros. Interactive Entertainment,Telltale Games,0.17,0.11,0.04,,0.03,2017,,
9576,Mega Man 11,Platform,,PlayStation 4,Capcom,Capcom,0.17,0.09,0.03,0.03,0.03,2018,,
9597,Resident Evil 6,Shooter,M,PlayStation 4,Capcom,Capcom,0.17,0.1,,0.05,0.02,2016,60.0,6.7
9637,Final Fantasy XIV: Heavensward,MMO,T,PlayStation 4,Square Enix,Square Enix,0.17,,0.09,0.06,0.02,2015,86.0,7.6
9647,Final Fantasy XIV: Stormblood,MMO,T,PlayStation 4,Square Enix,Square Enix,0.17,0.05,0.06,0.04,0.02,2017,,
9661,Just Dance 2019,Music,E,PlayStation 4,Ubisoft,Ubisoft Paris,0.17,0.11,0.03,,0.03,2018,,
9665,Guilty Gear Xrd: Sign,Fighting,T,PlayStation 4,Aksys Games,Arc System Works,0.17,0.11,,0.04,0.02,2014,,
9680,Prototype: Biohazard Bundle,Action,,PlayStation 4,Activision,Activision,0.17,0.14,,,0.03,2016,48.0,2.0
9698,BlazBlue: Central Fiction,Fighting,T,PlayStation 4,Aksys Games,Arc System Works,0.17,0.1,,0.05,0.02,2016,,
9709,MXGP 3: The Official Motocross Videogame,Racing,E,PlayStation 4,Milestone,Milestone,0.17,0.06,0.08,,0.03,2017,,
9748,TT Isle of Man: Ride on the Edge,Racing,E,PlayStation 4,Big Ben Interactive,Kylotonn,0.17,0.05,0.09,,0.03,2018,,
9820,Ride 2,Racing,E,PlayStation 4,Milestone S.r.l,Milestone S.r.l.,0.16,0.07,0.06,0.01,0.03,2017,71.0,8.0
9839,Dead Rising 4: Frank's Big Package,Action-Adventure,M,PlayStation 4,Capcom,Capcom,0.16,0.08,0.05,,0.03,2017,,
9848,Putty Squad,Platform,E10,PlayStation 4,System 3,System 3,0.16,0.06,0.07,,0.03,2013,38.0,2.9
9889,Digimon Story: Cyber Sleuth - Hacker's Memory,Role-Playing,T,PlayStation 4,Namco Bandai Games,Media.Vision,0.16,0.05,0.05,0.04,0.02,2018,,
9899,Battlezone,Action,T,PlayStation 4,Sony Interactive Entertainment,Rebellion Developments,0.16,0.09,0.04,,0.03,2016,66.0,7.0
9918,Naruto Shippuden: Ultimate Ninja Storm Legacy,Fighting,,PlayStation 4,Namco Bandai Games,CyberConnect2,0.16,0.07,0.04,0.03,0.02,2017,,
9924,Berserk and the Band of the Hawk,Action,M,PlayStation 4,Tecmo Koei,Omega Force,0.16,0.07,0.02,0.05,0.02,2017,,
9957,BlazBlue: Chrono Phantasma Extend,Fighting,T,PlayStation 4,Aksys Games,Arc System Works,0.16,0.08,0.04,0.02,0.02,2015,80.0,7.7
10005,Pillars of Eternity,Role-Playing,M,PlayStation 4,Paradox Interactive,Obsidian Entertainment,0.16,0.11,0.02,,0.03,2017,,
10032,Valkyria Revolution,Role-Playing,T,PlayStation 4,Sega,Media.Vision,0.16,0.04,0.03,0.07,0.02,2017,,
10064,Overcooked! 2,Simulation,,PlayStation 4,Sold Out,Ghost Town Games,0.16,0.07,0.06,,0.03,2018,,
10113,Gravity Rush Remastered,Action-Adventure,T,PlayStation 4,Sony Computer Entertainment,Bluepoint Games,0.16,0.02,0.06,0.05,0.02,2016,80.0,8.2
10157,Assassin's Creed Rogue Remastered,Action-Adventure,,PlayStation 4,Ubisoft,Ubisoft,0.15,,0.13,0.01,0.02,2018,,
10228,Psycho-Pass: Mandatory Happiness,Visual Novel,T,PlayStation 4,NIS America,5pb. Inc.,0.15,0.1,0.02,,0.03,2016,72.0,8.3
10238,Brothers: A Tale of Two Sons,Adventure,T,PlayStation 4,505 Games,Starbreeze Studios,0.15,0.04,0.09,,0.02,2015,81.0,8.6
10249,Warriors Orochi 3,Action,T,PlayStation 4,Tecmo Koei,Omega Force,0.15,0.04,0.05,0.04,0.02,2014,,
10307,Wasteland 2,Role-Playing,,PlayStation 4,Deep Silver,InXile Entertainment,0.15,0.1,,0.03,0.02,2015,,
10322,Atelier Sophie: The Alchemist of the Mysterious Book,Role-Playing,T,PlayStation 4,Tecmo Koei,Gust,0.15,0.04,0.03,0.07,0.01,2016,75.0,8.1
10364,NASCAR Heat Evolution,Racing,,PlayStation 4,Dusenberry Martin Racing,Monster Games,0.15,0.12,,,0.03,2016,66.0,3.8
10404,Yakuza: Ishin,Adventure,,PlayStation 4,Sega,Sega,0.15,,,0.15,,2014,,
10419,Toukiden 2,Action,T,PlayStation 4,Tecmo Koei,Omega Force,0.15,0.04,,0.1,0.01,2017,,
10433,Song of the Deep,Action,,PlayStation 4,Insomniac Games,Insomniac Games,0.15,0.12,,,0.03,2016,69.0,7.3
10492,Super Robot Wars V,Role-Playing,,PlayStation 4,Namco Bandai Games,B.B. Studio,0.15,,,0.15,,2017,,
10520,Blue Reflection: Maboroshi ni Mau - Shoujo no Ken,Role-Playing,M,PlayStation 4,Tecmo Koei,Gust,0.14,0.07,,0.06,0.02,2017,,
10538,Cyberdimension Neptunia: 4 Goddesses Online,Role-Playing,T,PlayStation 4,Idea Factory International,Compile Heart,0.14,0.06,,0.07,0.01,2017,,
10545,Grand Kingdom,Role-Playing,T,PlayStation 4,NIS America,Monochrome Corporation,0.14,0.08,,0.04,0.02,2016,78.0,8.1
10556,Arslan: The Warriors of Legend,Action,T,PlayStation 4,Tecmo Koei,Koei Tecmo Games,0.14,0.03,0.04,0.06,0.01,2016,69.0,6.6
10604,Pro Cycling Manager 2016,Sports,,PlayStation 4,Focus Home Interactive,Cyanide Studio,0.14,,0.12,,0.02,2016,,
10666,Adventure Time: Finn & Jake Investigations,Action,E10,PlayStation 4,Little Orbit,Vicious Cycle,0.14,0.07,0.05,,0.02,2015,,
10680,Guilty Gear Xrd -Revelator-,Fighting,T,PlayStation 4,Aksys Games,Arc System Works,0.14,0.06,,0.07,0.01,2016,,
10684,We Happy Few,Action-Adventure,M,PlayStation 4,Gearbox Software,Compulsion Games,0.14,0.08,0.04,,0.02,2018,,
10685,Rocksmith 2014 Edition Remastered,Music,T,PlayStation 4,Ubisoft,Ubisoft,0.14,0.11,,,0.03,2016,,7.8
10729,Mega Man X Legacy Collection 1+2,Platform,,PlayStation 4,Capcom Entertainment,Digital Eclipse Software,0.14,0.07,,0.05,0.02,2018,,
10737,The Crew: Wild Run,Racing,T,PlayStation 4,Ubisoft,Ivory Tower,0.14,,0.12,,0.02,2015,73.0,6.8
10760,MXGP 2,Racing,E,PlayStation 4,Milestone S.r.l,Milestone S.r.l.,0.14,0.05,0.06,,0.02,2016,,
10810,MotoGP 17,Racing,E,PlayStation 4,Koch Media,Milestone S.r.l.,0.14,0.04,0.07,,0.02,2017,,
10821,Fairy Fencer F: Advent Dark Force,Role-Playing,T,PlayStation 4,Idea Factory International,Compile Heart,0.14,0.06,,0.06,0.01,2016,71.0,6.2
10883,Divinity: Original Sin II,Role-Playing,,PlayStation 4,Bandai Namco Entertainment,Larian Studios,0.13,0.04,0.08,,0.02,2018,,
10894,Samurai Warriors 4-II,Action,T,PlayStation 4,Tecmo Koei,Omega Force,0.13,0.04,0.02,0.07,0.01,2015,73.0,7.3
10914,The Golf Club,Sports,E,PlayStation 4,Maximum Games,HB Studios,0.13,0.09,0.02,,0.02,2015,66.0,6.3
10925,Hatsune Miku: Project Diva X,Music,T,PlayStation 4,Sega,Sega,0.13,0.08,,0.04,0.02,2016,78.0,7.4
10926,New Gundam Breaker,Action,,PlayStation 4,Namco Bandai Games,Bandai Namco Games,0.13,0.03,,0.1,0.01,2018,,
10997,Super Robot Wars X,Strategy,,PlayStation 4,Bandai Namco Games,Bandai Namco,0.13,,,0.13,,2018,,
11019,NASCAR Heat 2,Racing,E,PlayStation 4,704Games,Monster Games,0.13,0.11,,,0.02,2017,,
11044,Bulletstorm: Full Clip Edition,Shooter,M,PlayStation 4,Gearbox Software,People Can Fly,0.13,0.05,0.06,,0.02,2017,,
11049,Valentino Rossi: The Game,Racing,,PlayStation 4,Namco Bandai Games,Milestone S.r.l.,0.13,0.05,0.05,,0.02,2016,75.0,8.0
11074,The Legend of Heroes: Trails of Cold Steel IV,Role-Playing,,PlayStation 4,Falcom,Falcom,0.13,,,0.13,,2018,,
11103,Golf Club 2,Sports,E,PlayStation 4,Maximum Games,HB Studios,0.13,0.05,0.06,,0.02,2017,,
11127,Persona Dancing: Endless Night Collection,Music,,PlayStation 4,Atlus,Atlus,0.13,0.07,,0.04,0.02,2018,,
11133,Akiba's Trip: Undead & Undressed,Action,M,PlayStation 4,Xseed Games,Acquire,0.13,0.09,,0.02,0.02,2014,,
11134,NASCAR Heat 3,Racing,,PlayStation 4,704Games,Monster Games,0.13,0.1,,,0.02,2018,,
11143,Rugby 15,Sports,EC,PlayStation 4,Maximum Games,HB Studios,0.13,0.05,0.06,,0.02,2015,19.0,3.4
11185,Utawarerumono: Mask of Truth,Visual Novel,M,PlayStation 4,Atlus,Aqua Plus,0.13,0.05,,0.07,0.01,2017,,
11222,The Legend of Heroes: Trails of Cold Steel III,Role-Playing,,PlayStation 4,Nihon Falcom Corporation,Nihon Falcom Corporation,0.13,,,0.13,,2017,,
11229,Utawarerumono: Mask of Deception,Adventure,,PlayStation 4,Atlus,Aqua Plus,0.13,0.05,,0.07,0.01,2017,,
11245,The Inpatient,Action,M,PlayStation 4,Sony Interactive Entertainment,Supermassive Games Ltd.,0.13,0.06,0.05,,0.02,2018,,
11253,Don Bradman Cricket 14,Sports,,PlayStation 4,Tru Blu Entertainment,Big Ant Studios,0.13,0.01,0.09,,0.02,2015,76.0,7.4
11261,Sword Art Online: Hollow Fragment,Role-Playing,,PlayStation 4,Namco Bandai Games,Namco Bandai Games,0.12,,0.11,,0.02,2015,,
11266,MX vs ATV All Out,Racing,E10,PlayStation 4,THQ Nordic,Rainbow Studios,0.12,0.09,0.01,,0.02,2018,,
11279,Dragon's Crown Pro,Role-Playing,,PlayStation 4,Atlus,Vanillaware,0.12,0.1,,,0.02,2018,,
11321,Teenage Mutant Ninja Turtles: Mutants in Manhattan,Action,T,PlayStation 4,Activision,PlatinumGames,0.12,0.07,0.03,,0.02,2016,44.0,5.5
11367,Job Simulator,Simulation,E10,PlayStation 4,Sony Interactive Entertainment,Owlchemy Labs,0.12,0.1,,,0.02,2017,,
11376,Portal Knights,Role-Playing,E10,PlayStation 4,505 Games,Keen Games,0.12,0.02,0.05,0.03,0.01,2017,,
11384,Fire Pro Wrestling World,Fighting,T,PlayStation 4,Spike Chunsoft,Spike Chunsoft,0.12,0.06,0.02,0.03,0.02,2018,,
11457,Samurai Warriors 4: Empires,Action,,PlayStation 4,Tecmo Koei,Omega Force,0.12,0.03,0.01,0.07,0.01,2016,71.0,6.5
11479,Call of Cthulhu,Role-Playing,M,PlayStation 4,Focus Home Interactive,Cyanide,0.12,0.07,0.03,,0.02,2018,,
11486,Danganronpa 1-2 Reload,Adventure,M,PlayStation 4,NIS America,Spike Chunsoft,0.12,0.08,,0.02,0.02,2017,,
11521,Subnautica,Adventure,,PlayStation 4,Gearbox Software,Unknown Worlds Entertainment,0.12,0.07,0.03,,0.02,2018,,
11526,God Eater 2: Rage Burst,Role-Playing,T,PlayStation 4,Namco Bandai Games,Namco Bandai Games,0.12,,0.01,0.11,0.0,2015,69.0,8.0
11557,America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,Misc,E,PlayStation 4,Ubisoft,Ubisoft,0.12,0.1,,,0.02,2017,,
11566,Marvel's Guardians of the Galaxy: The Telltale Series,Adventure,T,PlayStation 4,Warner Bros. Interactive Entertainment,Telltale Games,0.12,0.06,0.04,,0.02,2017,,
11678,Digimon Story: Cyber Sleuth,Role-Playing,,PlayStation 4,Namco Bandai Games,Media.Vision,0.11,,0.1,,0.02,2016,75.0,8.5
11706,Constructor HD,Strategy,,PlayStation 4,Deep Silver,System 3,0.11,0.09,,,0.02,2017,,
11731,Minecraft: Story Mode - Season Two,Adventure,E10,PlayStation 4,Telltale Games,Telltale Games,0.11,0.09,,0.0,0.02,2017,,
11752,Darksiders: Warmastered Edition,Action-Adventure,M,PlayStation 4,THQ Nordic,Kaiko,0.11,0.07,0.02,,0.02,2016,79.0,8.5
11772,Mighty No. 9,Platform,E10,PlayStation 4,Deep Silver,Comcept,0.11,0.09,,,0.02,2016,52.0,3.5
11781,The Invisible Hours,Adventure,T,PlayStation 4,GameTrust,Tequila Works,0.11,0.09,,,0.02,2017,,
11785,Monster Energy Supercross - The Official Videogame,Racing,E,PlayStation 4,Milestone S.r.l.,Milestone S.r.l.,0.11,0.08,0.01,,0.02,2018,,
11804,The Idolmaster: Platinum Stars,Simulation,,PlayStation 4,Namco Bandai Games,Namco Bandai Games,0.11,,,0.11,,2016,,
11826,The Witch and the Hundred Knight,Role-Playing,T,PlayStation 4,NIS America,Nippon Ichi Software,0.11,0.03,0.01,0.06,0.01,2016,,
11828,SD Gundam G Generation Genesis,Strategy,,PlayStation 4,Namco Bandai Games,Bandai Namco,0.11,,,0.11,,2016,,
11919,RiME,Adventure,E10,PlayStation 4,Grey Box,Tequila Works,0.11,0.02,0.07,,0.02,2017,,
11924,Super Robot Wars OG: The Moon Dwellers,Misc,,PlayStation 4,Namco Bandai Games,Unknown,0.11,,,0.11,,2016,,
11944,Gundam Breaker 3,Action,,PlayStation 4,Namco Bandai Games,Namco Bandai Games,0.11,,,0.11,,2016,,
11949,Earth Defense Force 4.1: The Shadow of New Despair,Shooter,M,PlayStation 4,Xseed Games,Sandlot,0.11,,,0.11,,2015,64.0,7.9
12085,Shadow Warrior (2013),Shooter,M,PlayStation 4,Devolver Digital,Flying Wild Hog,0.11,,0.09,,0.02,2014,,
12101,Assassin's Creed Chronicles,Action,T,PlayStation 4,Ubisoft,Climax Studios,0.11,0.02,0.05,0.02,0.01,2016,,6.1
12178,Slime Rancher,Simulation,E10,PlayStation 4,Skybound Games,Monomi Park,0.1,0.08,,,0.02,2018,,
12189,Pac-Man Championship Edition 2 + Arcade Game Series,Action,E,PlayStation 4,Namco Bandai Games,Namco Bandai Games,0.1,0.08,,,0.02,2017,,
12230,Tokyo Xanadu eX+,Role-Playing,,PlayStation 4,Aksys Games,Nihon Falcom Corporation,0.1,0.05,,0.05,0.01,2017,,
12238,Stardew Valley,Simulation,E10,PlayStation 4,505 Games,ConcernedApe,0.1,0.04,0.04,,0.02,2017,,
12244,The Seven Deadly Sins: Knights of Britannia,Fighting,T,PlayStation 4,Bandai Namco Entertainment,Natsume Atari,0.1,0.05,0.02,0.02,0.01,2018,,
12276,Romance of the Three Kingdoms XIII,Action,E10,PlayStation 4,Tecmo Koei,Koei Tecmo Games,0.1,0.03,,0.06,0.01,2016,,
12312,Warriors All-Stars,Action,T,PlayStation 4,Tecmo Koei,Omega Force,0.1,0.03,,0.06,0.01,2017,,
12315,The Elder Scrolls Online: Summerset,MMO,M,PlayStation 4,Bethesda Softworks,ZeniMax Online Studios,0.1,0.08,,,0.02,2018,,
12329,Starlink: Battle for Atlas,Action-Adventure,E10,PlayStation 4,Ubisoft,Ubisoft Toronto,0.1,0.08,,,0.02,2018,,
12332,Mega Man Legacy Collection 2,Action,E10,PlayStation 4,Capcom,Capcom,0.1,0.06,,0.02,0.01,2017,,
12339,Zone of the Enders: The 2nd Runner MARS,Simulation,T,PlayStation 4,Konami,Cygames,0.1,0.05,0.01,0.03,0.01,2018,,
12389,Final Fantasy XIV Online Complete Edition,MMO,T,PlayStation 4,Square Enix,Square Enix,0.1,0.07,,0.02,0.02,2017,,
12391,Devil May Cry 4 Special Edition,Action,,PlayStation 4,Capcom,Capcom,0.1,0.01,,0.09,0.0,2015,,
12392,Puyo Puyo Tetris,Puzzle,E,PlayStation 4,Sega,Sonic Team,0.1,0.05,0.03,,0.02,2017,,
12408,NAtURAL DOCtRINE,Role-Playing,M,PlayStation 4,NIS America,Kadokawa Games,0.1,0.05,0.02,0.02,0.01,2014,,
12414,Sudden Strike 4,Strategy,T,PlayStation 4,Kalypso Media,Kite Games,0.1,0.05,0.03,0.01,0.02,2017,,
12447,Accel World vs. Sword Art Online: Millennium Twilight,Action,T,PlayStation 4,Namco Bandai Games,Namco Bandai Games,0.1,,0.03,0.06,0.01,2017,,
12457,Wolfenstein The Two Pack,Shooter,M,PlayStation 4,Bethesda Softworks,MachineGames,0.1,0.08,,,0.02,2017,,
12483,Guilty Gear Xrd REV 2,Fighting,T,PlayStation 4,Aksys Games,Arc System Works,0.1,0.04,0.01,0.03,0.01,2017,,
12534,Ultra Street Fighter IV,Fighting,,PlayStation 4,Sony Computer Entertainment,Capcom,0.1,,0.08,,0.01,2015,71.0,5.9
12535,Let's Sing 2016,Music,T,PlayStation 4,Ravenscourt,Voxler,0.1,0.08,,,0.02,2015,,
12550,Resident Evil 4,Action-Adventure,M,PlayStation 4,Capcom,Capcom,0.1,0.07,,0.01,0.02,2016,,
12601,Deracine,Adventure,T,PlayStation 4,Sony Interactive Entertainment,From Software,0.1,0.07,,0.01,0.02,2018,,
12645,Nights of Azure 2,Action,T,PlayStation 4,Tecmo Koei,Gust,0.09,0.04,,0.04,0.01,2017,,
12646,The Technomancer,Role-Playing,M,PlayStation 4,Focus Home Interactive,Spiders,0.09,0.04,0.04,,0.02,2016,60.0,6.7
12701,Nights of Azure,Action,T,PlayStation 4,Tecmo Koei,Gust,0.09,0.04,0.04,,0.02,2016,67.0,7.6
12717,Taiko no Tatsujin: Drum Session!,Music,,PlayStation 4,Namco Bandai Games,Namco Bandai Games,0.09,,,0.09,,2017,,
12729,Red Faction: Guerrilla Re-Mars-tered,Shooter,,PlayStation 4,THQ Nordic,Volition,0.09,0.04,0.04,,0.02,2018,,
12730,Nobunaga's Ambition: Sphere of Influence - Ascension,Strategy,T,PlayStation 4,Tecmo Koei,Koei Tecmo Games,0.09,0.03,,0.06,0.01,2016,,
12749,Grand Ages: Medieval,Strategy,T,PlayStation 4,Kalypso Media,Gaming Minds Studios,0.09,,0.05,0.03,0.01,2015,64.0,7.1
12792,Rugby League Live 4,Sports,,PlayStation 4,Tru Blu Entertainment,Big Ant Studios,0.09,,0.08,,0.01,2017,,
12823,Toy Soldiers: War Chest,Action,T,PlayStation 4,Ubisoft,Signal Studios,0.09,0.07,,,0.02,2015,62.0,7.7
12824,God Eater Resurrection,Action,,PlayStation 4,Namco Bandai Games,Namco Bandai Games,0.09,,,0.09,,2016,70.0,7.8
12843,Dark Souls Trilogy,Role-Playing,M,PlayStation 4,Bandai Namco Entertainment,From Software,0.09,0.07,,0.01,0.02,2018,,
12907,Paragon,Action,T,PlayStation 4,Sony Interactive Entertainment,Epic Games,0.09,0.07,,,0.02,2016,,6.1
12908,Borderlands 2 VR,Shooter,M,PlayStation 4,2K Games,Gearbox Software,0.09,0.07,,,0.02,2018,,
12918,Train Sim World,Simulation,,PlayStation 4,Maximum Games,Dovetail Games,0.09,0.05,0.03,,0.02,2018,,
12932,Summon Night 6: Lost Borders,Role-Playing,T,PlayStation 4,Gaijinworks,Media.Vision,0.09,0.03,,0.05,0.01,2017,,
12939,Dark Rose Valkyrie,Role-Playing,T,PlayStation 4,Idea Factory International,Compile Heart,0.09,0.04,,0.04,0.01,2017,,
12962,Duke Nukem 3D: 20th Anniversary World Tour,Shooter,M,PlayStation 4,Gearbox Software,Gearbox Software,0.09,0.07,,,0.02,2016,77.0,6.9
12967,ATV Drift & Tricks,Racing,E,PlayStation 4,Maximum Games,Artefacts Studio,0.09,0.07,,,0.02,2017,,
12982,Strange Brigade,Shooter,,PlayStation 4,Rebellion Developments,Rebellion Developments,0.09,0.05,0.03,,0.02,2018,,
13004,Nickelodeon Kart Racers,Racing,E,PlayStation 4,GameMill Entertainment,Solutions 2 Go,0.09,0.07,,,0.02,2018,,
13016,Nights of Azure,Role-Playing,T,PlayStation 4,Tecmo Koei,Gust,0.09,,,0.09,,2016,67.0,7.6
13040,Lara Croft and the Temple of Osiris,Action,T,PlayStation 4,Square Enix,Crystal Dynamics,0.09,,0.07,,0.01,2014,74.0,6.7
13054,Dragon's Dogma Online,Role-Playing,,PlayStation 4,Capcom,Capcom,0.09,,,0.09,,2015,,
13121,Ghostbusters (2016),Action,E10,PlayStation 4,Activision,FireForge Games,0.08,0.07,,,0.02,2016,,
13133,Agatha Christie's The ABC Murders,Adventure,T,PlayStation 4,Unfinished Pixel,Artefacts Studio,0.08,0.05,0.02,,0.02,2016,67.0,6.2
13162,Shantae: Half-Genie Hero,Platform,T,PlayStation 4,Xseed Games,Way Forward Technologies,0.08,0.06,,0.01,0.01,2016,,
13204,Earth Defense Force 4.1: The Shadow of New Despair,Shooter,M,PlayStation 4,Xseed Games,Sandlot,0.08,0.05,0.02,,0.01,2015,64.0,7.9
13227,Spintires: MudRunner - American Wilds,Racing,E,PlayStation 4,Focus Home Interactive,Saber Interactive,0.08,0.07,,,0.02,2018,,
13272,The Sexy Brutale,Adventure,T,PlayStation 4,Badland Games,Tequila Works,0.08,0.05,0.02,,0.01,2017,,
13275,Legend of Kay Anniversary,Action,E10,PlayStation 4,Nordic Games,Neon Studios,0.08,0.03,0.03,,0.01,2015,62.0,6.4
13299,Hasbro Family Fun Pack Conquest Edition,Misc,,PlayStation 4,Ubisoft,Ubisoft,0.08,0.07,,,0.02,2016,,
13300,Loading Human,Adventure,T,PlayStation 4,Maximum Games,Untold Games,0.08,0.05,0.02,,0.01,2016,,
13318,Shining Resonance Refrain,Role-Playing,T,PlayStation 4,Sega,Media.Vision,0.08,0.03,0.01,0.04,0.01,2018,,
13362,Rapala Fishing Pro Series,Simulation,E,PlayStation 4,GameMill,"Concrete Software, Inc.",0.08,0.06,,,0.02,2017,,
13420,Atelier Firis: The Alchemist and the Mysterious Journey,Role-Playing,T,PlayStation 4,Tecmo Koei,Gust,0.08,0.02,,0.05,0.01,2017,,
13436,Gravel,Racing,,PlayStation 4,Milestone S.r.l.,Milestone S.r.l.,0.08,0.06,,,0.01,2018,,
13481,BlazBlue: Cross Tag Battle,Fighting,T,PlayStation 4,Arc System Works,Arc System Works,0.08,0.04,,0.03,0.01,2018,,
13486,Dead Rising,Action,,PlayStation 4,Capcom,Capcom Production Studio 1,0.08,0.04,,0.02,0.01,2016,78.0,6.6
13510,Assetto Corsa,Racing,E,PlayStation 4,505 Games,Kunos Simulazioni,0.08,,0.06,0.01,0.01,2016,73.0,6.2
13536,Rick & Morty Virtual Rick-Ality,Simulation,,PlayStation 4,Nighthawk Interactive,Owlchemy Labs,0.08,0.06,,,0.01,2018,,
13571,Akiba's Beat,Action,T,PlayStation 4,Xseed Games,Acquire,0.08,0.05,,0.01,0.01,2017,,
13575,NBA 2K Playgrounds 2,Sports,,PlayStation 4,2K Games,Saber Interactive,0.08,0.06,,,0.01,2018,,
13580,WRC 6,Racing,E,PlayStation 4,Namco Bandai Games,Bigben Interactive,0.08,0.03,0.02,0.01,0.01,2017,,
13614,God Wars: Future Past,Role-Playing,T,PlayStation 4,NIS America,Kadokawa Games,0.07,0.03,0.01,0.02,0.01,2017,,
13641,Resident Evil 5,Action,M,PlayStation 4,Capcom,Capcom,0.07,0.05,,0.01,0.01,2016,,
13650,The Banner Saga Trilogy - Bonus Edition,Strategy,,PlayStation 4,505 Games,Stoic Studio,0.07,0.06,,,0.01,2018,,
13661,The Witch and the Hundred Knight 2,Role-Playing,RP,PlayStation 4,NIS America,Nippon Ichi Software,0.07,0.03,,0.03,0.01,2018,,
13663,Samurai Warriors: Spirit of Sanada,Action,T,PlayStation 4,Tecmo Koei,Omega Force,0.07,0.02,,0.05,0.01,2017,,
13670,I am Setsuna,Role-Playing,E10,PlayStation 4,Square Enix,Tokyo RPG Factory,0.07,,,0.07,,2016,,
13681,Ride 3,Racing,E,PlayStation 4,Bandai Namco Entertainment,Milestone S.r.l.,0.07,0.03,0.03,,0.01,2018,,
13731,Has-Been Heroes,Action,,PlayStation 4,GameTrust,Frozenbyte,0.07,0.06,,,0.01,2017,,
13743,Fortune Street: Dragon Quest & Final Fantasy 30th Anniversary,Misc,,PlayStation 4,Square Enix,Square Enix,0.07,,,0.07,,2017,,
13757,Styx: Shards of Darkness,Action,M,PlayStation 4,Focus Home Interactive,Cyanide Studio,0.07,0.06,,,0.01,2017,,
13769,Dead Rising 2,Action,,PlayStation 4,Capcom,Capcom,0.07,0.04,,0.02,0.01,2016,82.0,6.6
13782,Harvest Moon: Light of Hope,Simulation,,PlayStation 4,Natsume,Natsume,0.07,0.06,,,0.01,2018,,
13789,The Book of Unwritten Tales 2,Adventure,T,PlayStation 4,Nordic Games,KING Art Games,0.07,,0.06,,0.01,2015,63.0,8.6
13795,Touhou Genso Rondo: Bullet Ballet,Shooter,E10,PlayStation 4,NIS America,CUBETYPE,0.07,0.06,,,0.01,2016,55.0,4.7
13796,The Walking Dead: A Telltale Series Collection,Adventure,,PlayStation 4,Warner Bros. Interactive Entertainment,Telltale Games,0.07,0.06,,,0.01,2017,,
13806,The Silver Case,Visual Novel,M,PlayStation 4,NIS America,Grasshopper Manufacture,0.07,0.05,,0.01,0.01,2017,,
13877,Hunting Simulator,Shooter,T,PlayStation 4,Bigben Interactive,Maximum Games,0.07,0.06,,,0.01,2017,,
13901,WRC 7,Racing,E,PlayStation 4,Bigben Interactive,Kylotonn Entertainment,0.07,0.06,,,0.01,2017,,
13914,Paw Patrol on a Roll,Platform,E,PlayStation 4,Outright Games,Outright Games,0.07,0.06,,,0.01,2018,,
13933,Kamen Rider: Battride War Genesis,Action,,PlayStation 4,Namco Bandai Games,Unknown,0.07,,,0.07,,2016,,
13941,Le Tour de France 2017,Simulation,,PlayStation 4,Focus Home Interactive,Cyanide Studio,0.07,,0.06,,0.01,2017,,
13950,City Shrouded in Shadow,Action-Adventure,,PlayStation 4,Namco Bandai Games,Granzella,0.07,,,0.07,,2017,,
13968,SG/ZH: School Girl/Zombie Hunter,Action,M,PlayStation 4,Aksys Games,Tamsoft,0.07,0.04,,0.02,0.01,2017,,
13974,R.B.I. Baseball 18,Sports,,PlayStation 4,MLB Advanced Media,MLB Advanced Media,0.07,0.06,,,0.01,2018,,
13975,Broken Sword 5: The Serpent's Curse,Adventure,M,PlayStation 4,Revolution Software,Revolution Software,0.07,,0.06,,0.01,2015,72.0,7.2
14004,Terraria,Action,T,PlayStation 4,505 Games,Re-Logic,0.07,,0.05,0.01,0.01,2014,83.0,7.9
14029,Warhammer: The End Times - Vermintide,Action,M,PlayStation 4,Games Workshop,Fatshark,0.07,0.03,0.03,,0.01,2016,,
14038,Disgaea 1 Complete,Role-Playing,T,PlayStation 4,NIS America,Nippon Ichi Software,0.07,0.04,,0.01,0.01,2018,,
14060,Dragon's Crown Pro,Role-Playing,T,PlayStation 4,Atlus,Vanillaware,0.07,,0.03,0.03,0.0,2018,,
